RowNumber,species_1,cluster_1,species_2,cluster_2,dist,neighborhood,cross_species_cluster1_species_1,cross_species_cluster2_species_2,NewSortColumn
25485,2,35,4,52,53.16557552,179,28,27,66
25647,2,35,4,53,42.98045382,179,28,27,66
25665,2,35,4,54,48.09325262,179,28,27,66
25503,2,35,4,58,50.54218456,179,28,27,66
25521,2,35,4,59,51.10399181,179,28,27,66
30529,4,36,5,28,56.17355718,179,28,27,66
30557,4,36,5,29,46.21001725,179,28,27,66
30585,4,36,5,30,51.56909278,179,28,27,66
30669,4,36,5,36,46.5714505,179,28,27,66
20079,1,37,4,27,60.1156147,179,28,27,66
3274,3,37,1,27,54.55751366,179,28,27,66
10758,3,37,4,27,58.58291535,179,28,27,66
17434,1,37,2,28,55.50797236,179,28,27,66
20205,1,37,4,28,57.57925534,179,28,27,66
22708,1,37,5,28,51.8610686,179,28,27,66
7141,3,37,2,28,53.78896677,179,28,27,66
10961,3,37,4,28,55.90594457,179,28,27,66
14437,3,37,5,28,50.29479447,179,28,27,66
17452,1,37,2,29,48.0194633,179,28,27,66
22726,1,37,5,29,40.87007306,179,28,27,66
3332,3,37,1,29,57.95946702,179,28,27,66
7170,3,37,2,29,46.22475179,179,28,27,66
14466,3,37,5,29,39.10941311,179,28,27,66
17470,1,37,2,30,52.47164652,179,28,27,66
22744,1,37,5,30,46.51029579,179,28,27,66
7199,3,37,2,30,51.48110705,179,28,27,66
14495,3,37,5,30,45.04547919,179,28,27,66
3390,3,37,1,31,43.36808774,179,28,27,66
3419,3,37,1,32,50.31603166,179,28,27,66
20295,1,37,4,33,57.9717551,179,28,27,66
3448,3,37,1,33,58.13287139,179,28,27,66
11106,3,37,4,33,56.39308478,179,28,27,66
22798,1,37,5,36,40.80096187,179,28,27,66
14582,3,37,5,36,40.16370069,179,28,27,66
20115,1,37,4,50,53.96206729,179,28,27,66
10816,3,37,4,50,52.27396994,179,28,27,66
20133,1,37,4,51,54.6488513,179,28,27,66
10845,3,37,4,51,52.91671787,179,28,27,66
20151,1,37,4,52,59.42778697,179,28,27,66
10874,3,37,4,52,57.78635076,179,28,27,66
20313,1,37,4,53,45.8487275,179,28,27,66
11135,3,37,4,53,44.0151075,179,28,27,66
20331,1,37,4,54,52.54153544,179,28,27,66
11164,3,37,4,54,50.75046134,179,28,27,66
20169,1,37,4,58,57.59413138,179,28,27,66
10903,3,37,4,58,56.10545283,179,28,27,66
20187,1,37,4,59,57.026295,179,28,27,66
10932,3,37,4,59,55.70369271,179,28,27,66
25416,2,45,4,27,57.07494621,179,28,27,66
25542,2,45,4,28,54.07995123,179,28,27,66
28126,2,45,5,28,47.47560673,179,28,27,66
28144,2,45,5,29,35.76950138,179,28,27,66
28162,2,45,5,30,41.95796963,179,28,27,66
25632,2,45,4,33,55.34621262,179,28,27,66
28216,2,45,5,36,35.34590889,179,28,27,66
25452,2,45,4,50,49.92262838,179,28,27,66
25470,2,45,4,51,51.16213543,179,28,27,66
25488,2,45,4,52,56.28527235,179,28,27,66
25650,2,45,4,53,40.94718984,179,28,27,66
25668,2,45,4,54,48.05771286,179,28,27,66
25506,2,45,4,58,54.37341883,179,28,27,66
25524,2,45,4,59,52.90037093,179,28,27,66
28177,2,35,5,34,10.89669087,179,28,28,66
28195,2,35,5,35,23.86809475,179,28,28,66
25719,2,35,4,36,18.2102232,179,28,28,66
28249,2,35,5,45,27.91458497,179,28,28,66
30613,4,36,5,34,13.27302294,179,28,28,66
30641,4,36,5,35,27.89040094,179,28,28,66
30725,4,36,5,45,40.63566087,179,28,28,66
22762,1,37,5,34,7.617102845,179,28,28,66
14524,3,37,5,34,6.970796836,179,28,28,66
17506,1,37,2,35,15.30884872,179,28,28,66
22780,1,37,5,35,21.41868267,179,28,28,66
7257,3,37,2,35,14.88040547,179,28,28,66
14553,3,37,5,35,21.42049768,179,28,28,66
20385,1,37,4,36,6.984912153,179,28,28,66
11251,3,37,4,36,8.088956741,179,28,28,66
3564,3,37,1,37,3.093893068,179,28,28,66
17560,1,37,2,45,6.309556154,179,28,28,66
22834,1,37,5,45,35.82172717,179,28,28,66
7344,3,37,2,45,6.013777744,179,28,28,66
14640,3,37,5,45,34.42615716,179,28,28,66
28180,2,45,5,34,4.900499078,179,28,28,66
28198,2,45,5,35,15.76161957,179,28,28,66
25722,2,45,4,36,13.0124968,179,28,28,66
28252,2,45,5,45,31.17694804,179,28,28,66
28105,2,35,5,27,49.8945568,179,28,29,66
25557,2,35,4,29,55.86257856,179,28,29,66
25575,2,35,4,30,55.71604867,179,28,29,66
25593,2,35,4,31,57.88745695,179,28,29,66
25611,2,35,4,32,62.61800665,179,28,29,66
25431,2,35,4,49,54.57796098,179,28,29,66
30501,4,36,5,27,59.71968366,179,28,29,66
17416,1,37,2,27,59.21905302,179,28,29,66
22690,1,37,5,27,56.28771363,179,28,29,66
7112,3,37,2,27,57.64391736,179,28,29,66
14408,3,37,5,27,54.63055109,179,28,29,66
3303,3,37,1,28,63.17132195,179,28,29,66
20223,1,37,4,29,61.87033689,179,28,29,66
10990,3,37,4,29,60.3470014,179,28,29,66
20241,1,37,4,30,61.83234749,179,28,29,66
3361,3,37,1,30,58.81517177,179,28,29,66
11019,3,37,4,30,60.20115592,179,28,29,66
20259,1,37,4,31,64.12797328,179,28,29,66
11048,3,37,4,31,62.78331308,179,28,29,66
20277,1,37,4,32,68.29355972,179,28,29,66
11077,3,37,4,32,66.97020524,179,28,29,66
20097,1,37,4,49,60.43140938,179,28,29,66
10787,3,37,4,49,58.80759764,179,28,29,66
28108,2,45,5,27,52.73724244,179,28,29,66
25560,2,45,4,29,58.70819584,179,28,29,66
25578,2,45,4,30,58.30208764,179,28,29,66
25596,2,45,4,31,61.0082803,179,28,29,66
25614,2,45,4,32,65.27310257,179,28,29,66
25434,2,45,4,49,57.14201148,179,28,29,66
25408,2,27,4,27,9.149353375,179,29,27,66
25534,2,27,4,28,18.68425108,179,29,27,66
28118,2,27,5,28,31.27846052,179,29,27,66
28136,2,27,5,29,46.63817184,179,29,27,66
28154,2,27,5,30,39.14263417,179,29,27,66
25624,2,27,4,33,31.95200586,179,29,27,66
28208,2,27,5,36,45.34726764,179,29,27,66
25444,2,27,4,50,22.8910103,179,29,27,66
25462,2,27,4,51,16.23282354,179,29,27,66
25480,2,27,4,52,13.26276849,179,29,27,66
25642,2,27,4,53,46.6901434,179,29,27,66
25660,2,27,4,54,37.91939016,179,29,27,66
25498,2,27,4,58,22.3381184,179,29,27,66
25516,2,27,4,59,39.55493324,179,29,27,66
20070,1,28,4,27,34.7410032,179,29,27,66
17425,1,28,2,28,42.34731195,179,29,27,66
20196,1,28,4,28,39.21330922,179,29,27,66
22699,1,28,5,28,39.29610655,179,29,27,66
17443,1,28,2,29,37.24708711,179,29,27,66
22717,1,28,5,29,48.51134448,179,29,27,66
17461,1,28,2,30,51.1202032,179,29,27,66
22735,1,28,5,30,44.2937971,179,29,27,66
20286,1,28,4,33,47.34651668,179,29,27,66
22789,1,28,5,36,52.04834631,179,29,27,66
20106,1,28,4,50,31.95620034,179,29,27,66
20124,1,28,4,51,36.51446798,179,29,27,66
20142,1,28,4,52,37.65046251,179,29,27,66
20304,1,28,4,53,47.75661674,179,29,27,66
20322,1,28,4,54,42.03931717,179,29,27,66
20160,1,28,4,58,37.64423689,179,29,27,66
20178,1,28,4,59,45.40948186,179,29,27,66
30520,4,29,5,28,35.91606045,179,29,27,66
30548,4,29,5,29,50.74860202,179,29,27,66
30576,4,29,5,30,45.42367089,179,29,27,66
30660,4,29,5,36,48.69458423,179,29,27,66
20072,1,30,4,27,22.55753148,179,29,27,66
17427,1,30,2,28,34.31657229,179,29,27,66
20198,1,30,4,28,24.60417402,179,29,27,66
22701,1,30,5,28,28.71162228,179,29,27,66
30521,4,30,5,28,29.89337911,179,29,27,66
17445,1,30,2,29,29.22885677,179,29,27,66
22719,1,30,5,29,44.3205145,179,29,27,66
30549,4,30,5,29,41.73913223,179,29,27,66
17463,1,30,2,30,45.32684047,179,29,27,66
22737,1,30,5,30,38.39213221,179,29,27,66
30577,4,30,5,30,38.3080078,179,29,27,66
20288,1,30,4,33,39.43101339,179,29,27,66
22791,1,30,5,36,45.4149304,179,29,27,66
30661,4,30,5,36,45.61031234,179,29,27,66
20108,1,30,4,50,17.1803741,179,29,27,66
20126,1,30,4,51,23.44507918,179,29,27,66
20144,1,30,4,52,24.4857916,179,29,27,66
20306,1,30,4,53,43.97954211,179,29,27,66
20324,1,30,4,54,33.5521594,179,29,27,66
20162,1,30,4,58,28.89836013,179,29,27,66
20180,1,30,4,59,37.36866665,179,29,27,66
30522,4,31,5,28,36.87060173,179,29,27,66
30550,4,31,5,29,48.84329259,179,29,27,66
30578,4,31,5,30,44.09293635,179,29,27,66
30662,4,31,5,36,50.39533757,179,29,27,66
3267,3,32,1,27,40.78923335,179,29,27,66
10751,3,32,4,27,20.8296581,179,29,27,66
7134,3,32,2,28,35.33581404,179,29,27,66
10954,3,32,4,28,26.42703954,179,29,27,66
14430,3,32,5,28,32.96173943,179,29,27,66
30523,4,32,5,28,40.85212849,179,29,27,66
3325,3,32,1,29,18.71781354,179,29,27,66
7163,3,32,2,29,34.10776128,179,29,27,66
14459,3,32,5,29,48.32670225,179,29,27,66
30551,4,32,5,29,54.11449235,179,29,27,66
7192,3,32,2,30,48.03013718,179,29,27,66
14488,3,32,5,30,41.10235541,179,29,27,66
30579,4,32,5,30,50.22566229,179,29,27,66
3383,3,32,1,31,50.87889725,179,29,27,66
3412,3,32,1,32,28.61666713,179,29,27,66
3441,3,32,1,33,46.54413258,179,29,27,66
11099,3,32,4,33,39.73976852,179,29,27,66
14575,3,32,5,36,48.0645052,179,29,27,66
30663,4,32,5,36,54.98857196,179,29,27,66
10809,3,32,4,50,21.97466869,179,29,27,66
10838,3,32,4,51,25.01181377,179,29,27,66
10867,3,32,4,52,24.37084064,179,29,27,66
11128,3,32,4,53,48.16744869,179,29,27,66
11157,3,32,4,54,38.40363657,179,29,27,66
10896,3,32,4,58,28.42715699,179,29,27,66
10925,3,32,4,59,41.10626905,179,29,27,66
3268,3,33,1,27,45.37642736,179,29,27,66
10752,3,33,4,27,29.7205091,179,29,27,66
7135,3,33,2,28,40.98540647,179,29,27,66
10955,3,33,4,28,35.91299826,179,29,27,66
14431,3,33,5,28,39.86333333,179,29,27,66
3326,3,33,1,29,29.55879663,179,29,27,66
7164,3,33,2,29,38.91813493,179,29,27,66
14460,3,33,5,29,50.97659736,179,29,27,66
7193,3,33,2,30,52.01059245,179,29,27,66
14489,3,33,5,30,45.39461852,179,29,27,66
3384,3,33,1,31,53.17321104,179,29,27,66
3413,3,33,1,32,34.92000386,179,29,27,66
3442,3,33,1,33,51.48967506,179,29,27,66
11100,3,33,4,33,45.75731262,179,29,27,66
14576,3,33,5,36,52.79027458,179,29,27,66
10810,3,33,4,50,31.17823753,179,29,27,66
10839,3,33,4,51,33.93180146,179,29,27,66
10868,3,33,4,52,33.89454686,179,29,27,66
11129,3,33,4,53,50.48854601,179,29,27,66
11158,3,33,4,54,43.3713415,179,29,27,66
10897,3,33,4,58,34.46402236,179,29,27,66
10926,3,33,4,59,46.40740885,179,29,27,66
3259,3,49,1,27,38.29916438,179,29,27,66
10743,3,49,4,27,28.26065356,179,29,27,66
7126,3,49,2,28,32.69765397,179,29,27,66
10946,3,49,4,28,23.87841337,179,29,27,66
14422,3,49,5,28,17.26613057,179,29,27,66
30513,4,49,5,28,30.15439885,179,29,27,66
3317,3,49,1,29,25.17738509,179,29,27,66
7155,3,49,2,29,19.26749673,179,29,27,66
14451,3,49,5,29,36.32338256,179,29,27,66
30541,4,49,5,29,45.14423505,179,29,27,66
7184,3,49,2,30,35.88068221,179,29,27,66
14480,3,49,5,30,27.42634755,179,29,27,66
30569,4,49,5,30,39.32253852,179,29,27,66
3375,3,49,1,31,39.01657208,179,29,27,66
3404,3,49,1,32,12.06377195,179,29,27,66
3433,3,49,1,33,33.42677469,179,29,27,66
11091,3,49,4,33,38.15231747,179,29,27,66
14567,3,49,5,36,35.53762463,179,29,27,66
30653,4,49,5,36,46.4634589,179,29,27,66
10801,3,49,4,50,6.573934334,179,29,27,66
10830,3,49,4,51,21.11060944,179,29,27,66
10859,3,49,4,52,26.37953744,179,29,27,66
11120,3,49,4,53,35.66640966,179,29,27,66
11149,3,49,4,54,25.44540349,179,29,27,66
10888,3,49,4,58,28.13502543,179,29,27,66
10917,3,49,4,59,26.93090189,179,29,27,66
3269,3,53,1,27,35.15819961,179,29,27,66
10753,3,53,4,27,25.32294443,179,29,27,66
7136,3,53,2,28,29.88280228,179,29,27,66
10956,3,53,4,28,24.57448712,179,29,27,66
14432,3,53,5,28,26.51276985,179,29,27,66
3327,3,53,1,29,23.23862112,179,29,27,66
7165,3,53,2,29,26.85701173,179,29,27,66
14461,3,53,5,29,42.00491324,179,29,27,66
7194,3,53,2,30,40.76206816,179,29,27,66
14490,3,53,5,30,33.36957497,179,29,27,66
3385,3,53,1,31,44.79744036,179,29,27,66
3414,3,53,1,32,21.12258873,179,29,27,66
3443,3,53,1,33,40.41949114,179,29,27,66
11101,3,53,4,33,36.10734788,179,29,27,66
14577,3,53,5,36,42.2170502,179,29,27,66
10811,3,53,4,50,18.26450364,179,29,27,66
10840,3,53,4,51,20.79125201,179,29,27,66
10869,3,53,4,52,24.38072398,179,29,27,66
11130,3,53,4,53,41.61529677,179,29,27,66
11159,3,53,4,54,33.56288333,179,29,27,66
10898,3,53,4,58,26.13653541,179,29,27,66
10927,3,53,4,59,34.63749477,179,29,27,66
3270,3,54,1,27,41.77351033,179,29,27,66
10754,3,54,4,27,30.57951304,179,29,27,66
7137,3,54,2,28,36.54905077,179,29,27,66
10957,3,54,4,28,24.05070742,179,29,27,66
14433,3,54,5,28,21.56423928,179,29,27,66
3328,3,54,1,29,28.37821982,179,29,27,66
7166,3,54,2,29,22.55233122,179,29,27,66
14462,3,54,5,29,38.28792429,179,29,27,66
7195,3,54,2,30,41.56403975,179,29,27,66
14491,3,54,5,30,37.04588245,179,29,27,66
3386,3,54,1,31,40.63463607,179,29,27,66
3415,3,54,1,32,16.5751767,179,29,27,66
3444,3,54,1,33,36.64899442,179,29,27,66
11102,3,54,4,33,42.18063939,179,29,27,66
14578,3,54,5,36,40.15185349,179,29,27,66
10812,3,54,4,50,12.3103663,179,29,27,66
10841,3,54,4,51,26.21620702,179,29,27,66
10870,3,54,4,52,29.77821343,179,29,27,66
11131,3,54,4,53,38.13861892,179,29,27,66
11160,3,54,4,54,23.40550877,179,29,27,66
10899,3,54,4,58,36.23641545,179,29,27,66
10928,3,54,4,59,31.30737971,179,29,27,66
28172,2,27,5,34,54.32263395,179,29,28,66
28190,2,27,5,35,53.46605161,179,29,28,66
25714,2,27,4,36,62.38305731,179,29,28,66
28244,2,27,5,45,38.53712799,179,29,28,66
22753,1,28,5,34,59.93833561,179,29,28,66
17497,1,28,2,35,58.47157281,179,29,28,66
22771,1,28,5,35,58.93714032,179,29,28,66
20376,1,28,4,36,67.64262435,179,29,28,66
17551,1,28,2,45,61.56921431,179,29,28,66
22825,1,28,5,45,46.53525489,179,29,28,66
30604,4,29,5,34,57.39255028,179,29,28,66
30632,4,29,5,35,56.54844758,179,29,28,66
30716,4,29,5,45,42.23120337,179,29,28,66
22755,1,30,5,34,55.59519735,179,29,28,66
30605,4,30,5,34,56.88150677,179,29,28,66
17499,1,30,2,35,54.47970782,179,29,28,66
22773,1,30,5,35,54.15474909,179,29,28,66
30633,4,30,5,35,54.97135294,179,29,28,66
20378,1,30,4,36,63.61180372,179,29,28,66
17553,1,30,2,45,57.02978158,179,29,28,66
22827,1,30,5,45,39.52986618,179,29,28,66
30717,4,30,5,45,40.72725455,179,29,28,66
30606,4,31,5,34,59.528789,179,29,28,66
30634,4,31,5,35,58.03247841,179,29,28,66
30718,4,31,5,45,45.98967214,179,29,28,66
14517,3,32,5,34,57.32471053,179,29,28,66
30607,4,32,5,34,64.04218263,179,29,28,66
7250,3,32,2,35,56.1564927,179,29,28,66
14546,3,32,5,35,56.1384376,179,29,28,66
30635,4,32,5,35,62.65716704,179,29,28,66
11244,3,32,4,36,65.12522147,179,29,28,66
3557,3,32,1,37,61.98950598,179,29,28,66
7337,3,32,2,45,58.78399244,179,29,28,66
14633,3,32,5,45,42.41703035,179,29,28,66
30719,4,32,5,45,50.69777013,179,29,28,66
14518,3,33,5,34,60.64382453,179,29,28,66
7251,3,33,2,35,59.21810141,179,29,28,66
14547,3,33,5,35,59.57166719,179,29,28,66
11245,3,33,4,36,68.24791938,179,29,28,66
3558,3,33,1,37,65.30641167,179,29,28,66
7338,3,33,2,45,62.23125408,179,29,28,66
14634,3,33,5,45,47.39848146,179,29,28,66
14509,3,49,5,34,49.30587713,179,29,28,66
30597,4,49,5,34,55.69524274,179,29,28,66
7242,3,49,2,35,48.46510304,179,29,28,66
14538,3,49,5,35,46.91233693,179,29,28,66
30625,4,49,5,35,54.55532847,179,29,28,66
11236,3,49,4,36,58.55854059,179,29,28,66
3549,3,49,1,37,54.62647382,179,29,28,66
7329,3,49,2,45,50.71284488,179,29,28,66
14625,3,49,5,45,30.36414168,179,29,28,66
30709,4,49,5,45,40.11252212,179,29,28,66
14519,3,53,5,34,52.29069652,179,29,28,66
7252,3,53,2,35,50.72044938,179,29,28,66
14548,3,53,5,35,51.39360389,179,29,28,66
11246,3,53,4,36,61.153682,179,29,28,66
3559,3,53,1,37,57.78784494,179,29,28,66
7339,3,53,2,45,54.2294565,179,29,28,66
14635,3,53,5,45,34.23934755,179,29,28,66
14520,3,54,5,34,53.01285735,179,29,28,66
7253,3,54,2,35,52.31681706,179,29,28,66
14549,3,54,5,35,50.35808058,179,29,28,66
11247,3,54,4,36,60.97625481,179,29,28,66
3560,3,54,1,37,57.62404064,179,29,28,66
7340,3,54,2,45,53.89032172,179,29,28,66
14636,3,54,5,45,35.07442908,179,29,28,66
28100,2,27,5,27,8.025771674,179,29,29,66
25552,2,27,4,29,11.87528517,179,29,29,66
25570,2,27,4,30,27.92869765,179,29,29,66
25588,2,27,4,31,23.09032075,179,29,29,66
25606,2,27,4,32,23.41228887,179,29,29,66
25426,2,27,4,49,13.19358968,179,29,29,66
17407,1,28,2,27,30.28505755,179,29,29,66
22681,1,28,5,27,27.24875288,179,29,29,66
20214,1,28,4,29,36.91996922,179,29,29,66
20232,1,28,4,30,11.94677335,179,29,29,66
20250,1,28,4,31,16.52239426,179,29,29,66
20268,1,28,4,32,22.94498522,179,29,29,66
20088,1,28,4,49,26.7854314,179,29,29,66
30492,4,29,5,27,17.1387031,179,29,29,66
17409,1,30,2,27,14.12272773,179,29,29,66
22683,1,30,5,27,9.747942759,179,29,29,66
30493,4,30,5,27,22.78760938,179,29,29,66
20216,1,30,4,29,22.63400905,179,29,29,66
20234,1,30,4,30,20.68264996,179,29,29,66
20252,1,30,4,31,16.55194491,179,29,29,66
20270,1,30,4,32,18.19073979,179,29,29,66
20090,1,30,4,49,4.020594824,179,29,29,66
30494,4,31,5,27,21.04150684,179,29,29,66
7105,3,32,2,27,12.90097222,179,29,29,66
14401,3,32,5,27,12.17951458,179,29,29,66
30495,4,32,5,27,23.29039878,179,29,29,66
3296,3,32,1,28,29.39890307,179,29,29,66
10983,3,32,4,29,21.65590768,179,29,29,66
3354,3,32,1,30,8.04872157,179,29,29,66
11012,3,32,4,30,27.44420793,179,29,29,66
11041,3,32,4,31,18.86311197,179,29,29,66
11070,3,32,4,32,18.98899934,179,29,29,66
10780,3,32,4,49,7.421776917,179,29,29,66
7106,3,33,2,27,24.87867552,179,29,29,66
14402,3,33,5,27,23.45609879,179,29,29,66
3297,3,33,1,28,10.68421333,179,29,29,66
10984,3,33,4,29,31.59633124,179,29,29,66
3355,3,33,1,30,19.84645994,179,29,29,66
11013,3,33,4,30,16.74081557,179,29,29,66
11042,3,33,4,31,10.21269669,179,29,29,66
11071,3,33,4,32,14.75434966,179,29,29,66
10781,3,33,4,49,22.2573324,179,29,29,66
7097,3,49,2,27,21.10044346,179,29,29,66
14393,3,49,5,27,14.44493121,179,29,29,66
30485,4,49,5,27,9.806649488,179,29,29,66
3288,3,49,1,28,31.92322606,179,29,29,66
10975,3,49,4,29,28.12932495,179,29,29,66
3346,3,49,1,30,16.69119586,179,29,29,66
11004,3,49,4,30,23.80475068,179,29,29,66
11033,3,49,4,31,27.46997055,179,29,29,66
11062,3,49,4,32,31.44315146,179,29,29,66
10772,3,49,4,49,18.03013613,179,29,29,66
7107,3,53,2,27,18.81971133,179,29,29,66
14403,3,53,5,27,14.09247217,179,29,29,66
3298,3,53,1,28,19.38415384,179,29,29,66
10985,3,53,4,29,26.48278766,179,29,29,66
3356,3,53,1,30,14.66543297,179,29,29,66
11014,3,53,4,30,14.83212072,179,29,29,66
11043,3,53,4,31,20.51584507,179,29,29,66
11072,3,53,4,32,25.22584542,179,29,29,66
10782,3,53,4,49,16.4584674,179,29,29,66
7108,3,54,2,27,23.51510491,179,29,29,66
14404,3,54,5,27,17.45333087,179,29,29,66
3299,3,54,1,28,30.80946584,179,29,29,66
10986,3,54,4,29,27.95026358,179,29,29,66
3357,3,54,1,30,15.50382907,179,29,29,66
11015,3,54,4,30,22.69509556,179,29,29,66
11044,3,54,4,31,26.65570582,179,29,29,66
11073,3,54,4,32,27.69763317,179,29,29,66
10783,3,54,4,49,16.61210949,179,29,29,66
20339,1,27,4,34,54.68082578,179,27,34,67
3461,3,27,1,34,58.66454119,179,27,34,67
11177,3,27,4,34,55.0701239,179,27,34,67
3490,3,27,1,35,55.14676992,179,27,34,67
17514,1,27,2,36,57.4600089,179,27,34,67
7270,3,27,2,36,57.99940846,179,27,34,67
17532,1,27,2,37,55.64187484,179,27,34,67
7299,3,27,2,37,55.40452072,179,27,34,67
22842,1,27,5,177,57.79228127,179,27,34,67
14653,3,27,5,177,58.37611211,179,27,34,67
30736,4,27,5,177,59.19183001,179,27,34,67
25679,2,28,4,34,52.75713065,179,27,34,67
3466,3,28,1,34,61.93539491,179,27,34,67
11182,3,28,4,34,58.69476429,179,27,34,67
3495,3,28,1,35,58.87135182,179,27,34,67
7275,3,28,2,36,61.30154001,179,27,34,67
7304,3,28,2,37,59.53217988,179,27,34,67
28263,2,28,5,177,56.033528,179,27,34,67
14658,3,28,5,177,61.64379966,179,27,34,67
30743,4,28,5,177,55.5737608,179,27,34,67
20341,1,29,4,34,54.72853626,179,27,34,67
25680,2,29,4,34,42.30625233,179,27,34,67
3467,3,29,1,34,61.67657429,179,27,34,67
11183,3,29,4,34,58.20952014,179,27,34,67
3496,3,29,1,35,56.37538921,179,27,34,67
17516,1,29,2,36,57.71725783,179,27,34,67
7276,3,29,2,36,60.75353018,179,27,34,67
17534,1,29,2,37,55.0267765,179,27,34,67
7305,3,29,2,37,56.57939306,179,27,34,67
22844,1,29,5,177,58.09122067,179,27,34,67
28264,2,29,5,177,46.55539886,179,27,34,67
14659,3,29,5,177,61.53069224,179,27,34,67
25681,2,30,4,34,40.79548991,179,27,34,67
3468,3,30,1,34,53.99119065,179,27,34,67
11184,3,30,4,34,50.00066722,179,27,34,67
3497,3,30,1,35,45.42632713,179,27,34,67
7277,3,30,2,36,52.8684221,179,27,34,67
7306,3,30,2,37,46.18945279,179,27,34,67
28265,2,30,5,177,43.95289656,179,27,34,67
14660,3,30,5,177,53.83747958,179,27,34,67
20343,1,31,4,34,43.10054788,179,27,34,67
3469,3,31,1,34,47.85615261,179,27,34,67
11185,3,31,4,34,43.34053936,179,27,34,67
3498,3,31,1,35,41.50353005,179,27,34,67
17518,1,31,2,36,46.43812234,179,27,34,67
7278,3,31,2,36,46.8845684,179,27,34,67
17536,1,31,2,37,40.32030933,179,27,34,67
7307,3,31,2,37,41.82628835,179,27,34,67
22846,1,31,5,177,47.35612909,179,27,34,67
14661,3,31,5,177,47.66296085,179,27,34,67
20344,1,32,4,34,45.78541877,179,27,34,67
17519,1,32,2,36,49.1708844,179,27,34,67
17537,1,32,2,37,45.89309115,179,27,34,67
22847,1,32,5,177,49.77673099,179,27,34,67
20345,1,33,4,34,49.57991076,179,27,34,67
17520,1,33,2,36,51.98456141,179,27,34,67
17538,1,33,2,37,51.66632707,179,27,34,67
22848,1,33,5,177,52.67632059,179,27,34,67
30748,4,33,5,177,58.89113195,179,27,34,67
3463,3,50,1,34,49.28342198,179,27,34,67
11179,3,50,4,34,44.83256971,179,27,34,67
3492,3,50,1,35,44.30797685,179,27,34,67
7272,3,50,2,36,48.48260471,179,27,34,67
7301,3,50,2,37,44.46196011,179,27,34,67
14655,3,50,5,177,49.0687172,179,27,34,67
30738,4,50,5,177,51.52096024,179,27,34,67
3464,3,51,1,34,56.38087495,179,27,34,67
11180,3,51,4,34,52.21000738,179,27,34,67
3493,3,51,1,35,51.32601467,179,27,34,67
7273,3,51,2,36,55.5992317,179,27,34,67
7302,3,51,2,37,51.72616408,179,27,34,67
14656,3,51,5,177,56.08107105,179,27,34,67
30739,4,51,5,177,53.50576297,179,27,34,67
3465,3,52,1,34,50.88094604,179,27,34,67
11181,3,52,4,34,47.14665294,179,27,34,67
3494,3,52,1,35,48.75868719,179,27,34,67
7274,3,52,2,36,50.15315198,179,27,34,67
7303,3,52,2,37,48.65310706,179,27,34,67
14657,3,52,5,177,50.75586094,179,27,34,67
30740,4,52,5,177,58.55567633,179,27,34,67
30749,4,53,5,177,47.95957604,179,27,34,67
30750,4,54,5,177,51.34993307,179,27,34,67
30741,4,58,5,177,56.28517909,179,27,34,67
30742,4,59,5,177,50.94650771,179,27,34,67
17478,1,27,2,34,56.66451633,179,27,35,67
7212,3,27,2,34,56.40083161,179,27,35,67
20357,1,27,4,35,56.78740143,179,27,35,67
11206,3,27,4,35,56.27436475,179,27,35,67
3519,3,27,1,36,57.62145391,179,27,35,67
22806,1,27,5,37,55.2039551,179,27,35,67
14595,3,27,5,37,55.09828877,179,27,35,67
30680,4,27,5,37,54.56529514,179,27,35,67
7217,3,28,2,34,61.02257271,179,27,35,67
25697,2,28,4,35,54.81265644,179,27,35,67
11211,3,28,4,35,61.1828861,179,27,35,67
3524,3,28,1,36,62.47115869,179,27,35,67
28227,2,28,5,37,53.20706123,179,27,35,67
14600,3,28,5,37,59.62460474,179,27,35,67
30687,4,28,5,37,52.86804501,179,27,35,67
17480,1,29,2,34,55.83999556,179,27,35,67
7218,3,29,2,34,57.07321018,179,27,35,67
20359,1,29,4,35,55.71658187,179,27,35,67
25698,2,29,4,35,45.00444308,179,27,35,67
11212,3,29,4,35,56.99228743,179,27,35,67
3525,3,29,1,36,56.68141266,179,27,35,67
22808,1,29,5,37,54.51900024,179,27,35,67
28228,2,29,5,37,43.23439574,179,27,35,67
14601,3,29,5,37,55.92457218,179,27,35,67
7219,3,30,2,34,52.27390993,179,27,35,67
25699,2,30,4,35,47.96241857,179,27,35,67
11213,3,30,4,35,52.08294117,179,27,35,67
3526,3,30,1,36,51.64911501,179,27,35,67
28229,2,30,5,37,46.27596194,179,27,35,67
14602,3,30,5,37,51.21476584,179,27,35,67
17482,1,31,2,34,46.39906005,179,27,35,67
7220,3,31,2,34,45.07468213,179,27,35,67
20361,1,31,4,35,46.51978048,179,27,35,67
11214,3,31,4,35,45.25302781,179,27,35,67
3527,3,31,1,36,46.02787877,179,27,35,67
22810,1,31,5,37,44.90828074,179,27,35,67
14603,3,31,5,37,43.50076024,179,27,35,67
17483,1,32,2,34,47.46699156,179,27,35,67
20362,1,32,4,35,47.57859922,179,27,35,67
22811,1,32,5,37,45.84157661,179,27,35,67
17484,1,33,2,34,53.08248813,179,27,35,67
20363,1,33,4,35,53.33243617,179,27,35,67
22812,1,33,5,37,51.70560176,179,27,35,67
30692,4,33,5,37,56.70841319,179,27,35,67
