RowNumber,species_1,cluster_1,species_2,cluster_2,dist,neighborhood,cross_species_cluster1_species_1,cross_species_cluster2_species_2,NewSortColumn
1195,3,127,1,101,52.54772955,181,115,94,31
26611,2,109,5,90,55.56038745,181,115,95,31
23826,2,109,4,91,58.41103972,181,115,95,31
26739,2,109,5,96,53.32451716,181,115,95,31
26803,2,109,5,98,58.31794418,181,115,95,31
4555,3,113,2,88,58.30249514,181,115,95,31
12331,3,113,5,90,59.81959865,181,115,95,31
771,3,113,1,91,59.37129885,181,115,95,31
8546,3,113,4,91,62.13500974,181,115,95,31
4723,3,113,2,92,55.98500883,181,115,95,31
939,3,113,1,95,58.06622868,181,115,95,31
981,3,113,1,96,57.09466944,181,115,95,31
12499,3,113,5,96,54.71936589,181,115,95,31
12583,3,113,5,98,59.56327852,181,115,95,31
4560,3,115,2,88,59.2428091,181,115,95,31
12336,3,115,5,90,60.66460987,181,115,95,31
776,3,115,1,91,60.56314585,181,115,95,31
8551,3,115,4,91,62.96366831,181,115,95,31
4728,3,115,2,92,57.67418635,181,115,95,31
944,3,115,1,95,59.9400599,181,115,95,31
986,3,115,1,96,58.69058413,181,115,95,31
12504,3,115,5,96,56.50690136,181,115,95,31
12588,3,115,5,98,61.56278039,181,115,95,31
26615,2,116,5,90,58.29031174,181,115,95,31
23830,2,116,4,91,60.67369214,181,115,95,31
26743,2,116,5,96,54.32605615,181,115,95,31
26807,2,116,5,98,59.51562813,181,115,95,31
26616,2,117,5,90,61.43665489,181,115,95,31
29097,4,117,5,90,57.93614676,181,115,95,31
23831,2,117,4,91,63.74472455,181,115,95,31
26744,2,117,5,96,56.83084519,181,115,95,31
29221,4,117,5,96,53.15652006,181,115,95,31
26808,2,117,5,98,61.59909347,181,115,95,31
29283,4,117,5,98,58.23601048,181,115,95,31
15512,1,118,2,88,58.1316117,181,115,95,31
21143,1,118,5,90,59.60205141,181,115,95,31
26617,2,118,5,90,57.28921341,181,115,95,31
29098,4,118,5,90,56.36885392,181,115,95,31
18451,1,118,4,91,61.97964786,181,115,95,31
23832,2,118,4,91,59.80852138,181,115,95,31
15668,1,118,2,92,56.29943357,181,115,95,31
21299,1,118,5,96,55.14194472,181,115,95,31
26745,2,118,5,96,52.12680791,181,115,95,31
29222,4,118,5,96,53.63273181,181,115,95,31
21377,1,118,5,98,60.13663178,181,115,95,31
26809,2,118,5,98,57.16232129,181,115,95,31
29284,4,118,5,98,58.66240548,181,115,95,31
15513,1,119,2,88,56.50667377,181,115,95,31
21144,1,119,5,90,57.86034895,181,115,95,31
18452,1,119,4,91,60.48321599,181,115,95,31
15669,1,119,2,92,56.49418698,181,115,95,31
21300,1,119,5,96,55.13940869,181,115,95,31
21378,1,119,5,98,59.98736317,181,115,95,31
15514,1,120,2,88,52.19849636,181,115,95,31
21145,1,120,5,90,54.2240686,181,115,95,31
18453,1,120,4,91,56.46524426,181,115,95,31
15670,1,120,2,92,51.13320225,181,115,95,31
21301,1,120,5,96,49.9232479,181,115,95,31
21379,1,120,5,98,55.68885239,181,115,95,31
4559,3,127,2,88,53.76812663,181,115,95,31
12335,3,127,5,90,55.24867604,181,115,95,31
775,3,127,1,91,55.40688627,181,115,95,31
8550,3,127,4,91,57.90350423,181,115,95,31
4727,3,127,2,92,53.3876332,181,115,95,31
943,3,127,1,95,56.1010936,181,115,95,31
985,3,127,1,96,53.79505644,181,115,95,31
12503,3,127,5,96,51.93455337,181,115,95,31
12587,3,127,5,98,57.1662575,181,115,95,31
24049,2,108,4,99,56.80762849,181,116,92,31
26834,2,108,5,99,57.59241036,181,116,92,31
26866,2,108,5,100,54.6354438,181,116,92,31
29316,4,119,5,99,57.02893835,181,116,92,31
29347,4,119,5,100,53.84513907,181,116,92,31
15788,1,121,2,96,57.61349539,181,116,92,31
15866,1,121,2,98,53.41361197,181,116,92,31
18727,1,121,4,99,55.51608882,181,116,92,31
21419,1,121,5,99,56.64960112,181,116,92,31
21458,1,121,5,100,53.13746137,181,116,92,31
4851,3,125,2,96,57.35313831,181,116,92,31
1025,3,125,1,97,54.96674389,181,116,92,31
4935,3,125,2,98,54.69816372,181,116,92,31
8842,3,125,4,99,56.70469361,181,116,92,31
12627,3,125,5,99,56.41466397,181,116,92,31
12669,3,125,5,100,54.55915934,181,116,92,31
4852,3,126,2,96,59.56533289,181,116,92,31
1026,3,126,1,97,55.20030946,181,116,92,31
4936,3,126,2,98,54.50413253,181,116,92,31
8843,3,126,4,99,56.67666761,181,116,92,31
12628,3,126,5,99,58.53302426,181,116,92,31
12670,3,126,5,100,54.20871934,181,116,92,31
23857,2,108,4,92,51.47569587,181,116,94,31
23889,2,108,4,94,53.26916629,181,116,94,31
23921,2,108,4,95,55.69194549,181,116,94,31
26706,2,108,5,95,50.30537023,181,116,94,31
23953,2,108,4,96,46.34870677,181,116,94,31
29192,4,119,5,95,49.49015921,181,116,94,31
18493,1,121,4,92,50.07113426,181,116,94,31
15710,1,121,2,94,51.63126807,181,116,94,31
18532,1,121,4,94,52.08726511,181,116,94,31
15749,1,121,2,95,47.68994803,181,116,94,31
18571,1,121,4,95,54.59236559,181,116,94,31
21263,1,121,5,95,49.11088475,181,116,94,31
18610,1,121,4,96,45.37604956,181,116,94,31
8590,3,125,4,92,50.77949941,181,116,94,31
899,3,125,1,94,54.07877396,181,116,94,31
4767,3,125,2,94,51.69815508,181,116,94,31
8632,3,125,4,94,52.50944189,181,116,94,31
4809,3,125,2,95,47.94619922,181,116,94,31
8674,3,125,4,95,55.00549757,181,116,94,31
12459,3,125,5,95,49.25204938,181,116,94,31
8716,3,125,4,96,44.50057666,181,116,94,31
1067,3,125,1,98,52.42656864,181,116,94,31
1151,3,125,1,100,48.29222897,181,116,94,31
1193,3,125,1,101,50.57370583,181,116,94,31
8591,3,126,4,92,51.67569482,181,116,94,31
900,3,126,1,94,55.89073675,181,116,94,31
4768,3,126,2,94,53.42473173,181,116,94,31
8633,3,126,4,94,53.66742636,181,116,94,31
4810,3,126,2,95,49.44883826,181,116,94,31
8675,3,126,4,95,56.20104289,181,116,94,31
12460,3,126,5,95,50.92917862,181,116,94,31
8717,3,126,4,96,47.81482789,181,116,94,31
1068,3,126,1,98,51.69563416,181,116,94,31
1152,3,126,1,100,52.59702126,181,116,94,31
1194,3,126,1,101,51.33614771,181,116,94,31
26610,2,108,5,90,46.42540682,181,116,95,31
23825,2,108,4,91,48.87462361,181,116,95,31
26738,2,108,5,96,45.86189195,181,116,95,31
26802,2,108,5,98,51.64035359,181,116,95,31
29099,4,119,5,90,45.72688509,181,116,95,31
29223,4,119,5,96,45.32333129,181,116,95,31
29285,4,119,5,98,51.09435276,181,116,95,31
15515,1,121,2,88,44.90959255,181,116,95,31
21146,1,121,5,90,46.61545061,181,116,95,31
18454,1,121,4,91,49.17550293,181,116,95,31
15671,1,121,2,92,46.66005187,181,116,95,31
21302,1,121,5,96,45.29235032,181,116,95,31
21380,1,121,5,98,51.07079721,181,116,95,31
4557,3,125,2,88,41.30177421,181,116,95,31
12333,3,125,5,90,42.9617603,181,116,95,31
773,3,125,1,91,43.39911039,181,116,95,31
8548,3,125,4,91,45.1421119,181,116,95,31
4725,3,125,2,92,44.29127506,181,116,95,31
941,3,125,1,95,47.76717831,181,116,95,31
983,3,125,1,96,43.72379503,181,116,95,31
12501,3,125,5,96,42.94859788,181,116,95,31
12585,3,125,5,98,48.56683941,181,116,95,31
4558,3,126,2,88,48.14544414,181,116,95,31
12334,3,126,5,90,49.79864327,181,116,95,31
774,3,126,1,91,50.13413114,181,116,95,31
8549,3,126,4,91,52.4511908,181,116,95,31
4726,3,126,2,92,49.77921962,181,116,95,31
942,3,126,1,95,52.9053796,181,116,95,31
984,3,126,1,96,49.5205755,181,116,95,31
12502,3,126,5,96,48.26453382,181,116,95,31
12586,3,126,5,98,53.90985595,181,116,95,31
24043,2,102,4,99,51.26292052,181,117,92,31
26828,2,102,5,99,52.31398691,181,117,92,31
26860,2,102,5,100,49.02499451,181,117,92,31
29305,4,103,5,99,52.79691737,181,117,92,31
29336,4,103,5,100,50.1694301,181,117,92,31
15780,1,113,2,96,53.97032957,181,117,92,31
15858,1,113,2,98,53.24381173,181,117,92,31
18719,1,113,4,99,54.08214534,181,117,92,31
21411,1,113,5,99,53.4327523,181,117,92,31
21450,1,113,5,100,52.31860787,181,117,92,31
15782,1,115,2,96,55.77251135,181,117,92,31
15860,1,115,2,98,52.78089469,181,117,92,31
18721,1,115,4,99,54.43241551,181,117,92,31
21413,1,115,5,99,55.01404815,181,117,92,31
21452,1,115,5,100,52.30077297,181,117,92,31
4855,3,116,2,96,53.67218349,181,117,92,31
1029,3,116,1,97,50.2331813,181,117,92,31
4939,3,116,2,98,50.08257032,181,117,92,31
8846,3,116,4,99,51.92122069,181,117,92,31
12631,3,116,5,99,52.83140803,181,117,92,31
12673,3,116,5,100,49.61926108,181,117,92,31
4858,3,119,2,96,54.74812666,181,117,92,31
1032,3,119,1,97,50.24097454,181,117,92,31
4942,3,119,2,98,50.31990246,181,117,92,31
8849,3,119,4,99,51.6966314,181,117,92,31
12634,3,119,5,99,53.9858052,181,117,92,31
12676,3,119,5,100,49.75716024,181,117,92,31
23851,2,102,4,92,50.55056019,181,117,94,31
23883,2,102,4,94,53.89618168,181,117,94,31
23915,2,102,4,95,55.79653057,181,117,94,31
26700,2,102,5,95,49.81609109,181,117,94,31
23947,2,102,4,96,46.04823105,181,117,94,31
29181,4,103,5,95,52.55934588,181,117,94,31
18485,1,113,4,92,55.7429774,181,117,94,31
15702,1,113,2,94,56.59990792,181,117,94,31
18524,1,113,4,94,58.61677624,181,117,94,31
15741,1,113,2,95,57.5755059,181,117,94,31
18563,1,113,4,95,60.20853391,181,117,94,31
21255,1,113,5,95,54.46166482,181,117,94,31
18602,1,113,4,96,50.75104721,181,117,94,31
18487,1,115,4,92,52.89589012,181,117,94,31
15704,1,115,2,94,54.36659965,181,117,94,31
18526,1,115,4,94,55.97165476,181,117,94,31
15743,1,115,2,95,53.82395956,181,117,94,31
18565,1,115,4,95,57.82169074,181,117,94,31
21257,1,115,5,95,52.15293416,181,117,94,31
18604,1,115,4,96,48.37931044,181,117,94,31
8594,3,116,4,92,50.02258599,181,117,94,31
903,3,116,1,94,54.18429993,181,117,94,31
4771,3,116,2,94,51.57497068,181,117,94,31
8636,3,116,4,94,53.27000048,181,117,94,31
4813,3,116,2,95,51.06291056,181,117,94,31
8678,3,116,4,95,55.2556952,181,117,94,31
12463,3,116,5,95,49.24349321,181,117,94,31
8720,3,116,4,96,45.22065989,181,117,94,31
1071,3,116,1,98,48.96873215,181,117,94,31
1155,3,116,1,100,49.42235955,181,117,94,31
1197,3,116,1,101,52.34217176,181,117,94,31
8597,3,119,4,92,53.58534172,181,117,94,31
906,3,119,1,94,57.20601216,181,117,94,31
4774,3,119,2,94,54.96840427,181,117,94,31
8639,3,119,4,94,56.82279464,181,117,94,31
4816,3,119,2,95,56.61368297,181,117,94,31
8681,3,119,4,95,58.36579678,181,117,94,31
12466,3,119,5,95,52.87892854,181,117,94,31
8723,3,119,4,96,50.1739254,181,117,94,31
1074,3,119,1,98,51.62098141,181,117,94,31
1158,3,119,1,100,54.31774689,181,117,94,31
1200,3,119,1,101,56.83700407,181,117,94,31
26604,2,102,5,90,48.99730054,181,117,95,31
23819,2,102,4,91,50.13845029,181,117,95,31
26732,2,102,5,96,46.39949193,181,117,95,31
26796,2,102,5,98,48.90285378,181,117,95,31
29088,4,103,5,90,52.57308847,181,117,95,31
29212,4,103,5,96,49.52816455,181,117,95,31
29274,4,103,5,98,50.9126044,181,117,95,31
15507,1,113,2,88,50.53766961,181,117,95,31
21138,1,113,5,90,53.75187763,181,117,95,31
18446,1,113,4,91,54.65286463,181,117,95,31
15663,1,113,2,92,50.15969128,181,117,95,31
21294,1,113,5,96,50.95611058,181,117,95,31
21372,1,113,5,98,51.53175006,181,117,95,31
15509,1,115,2,88,45.54163387,181,117,95,31
21140,1,115,5,90,49.84045243,181,117,95,31
18448,1,115,4,91,50.75563241,181,117,95,31
15665,1,115,2,92,48.1634761,181,117,95,31
21296,1,115,5,96,48.3733254,181,117,95,31
21374,1,115,5,98,50.96043945,181,117,95,31
4561,3,116,2,88,43.72800618,181,117,95,31
12337,3,116,5,90,47.81597292,181,117,95,31
777,3,116,1,91,44.77188682,181,117,95,31
8552,3,116,4,91,48.89115425,181,117,95,31
4729,3,116,2,92,45.33749353,181,117,95,31
945,3,116,1,95,47.10976587,181,117,95,31
987,3,116,1,96,47.63946784,181,117,95,31
12505,3,116,5,96,45.30481366,181,117,95,31
12589,3,116,5,98,48.57121572,181,117,95,31
4564,3,119,2,88,53.98233207,181,117,95,31
12340,3,119,5,90,56.49981648,181,117,95,31
780,3,119,1,91,54.48109181,181,117,95,31
8555,3,119,4,91,58.0021022,181,117,95,31
4732,3,119,2,92,51.55658755,181,117,95,31
948,3,119,1,95,52.14876947,181,117,95,31
990,3,119,1,96,54.9380281,181,117,95,31
12508,3,119,5,96,51.84288468,181,117,95,31
12592,3,119,5,98,53.81159666,181,117,95,31
24045,2,104,4,99,40.04384744,181,118,92,31
26830,2,104,5,99,38.32427523,181,118,92,31
29306,4,104,5,99,44.91574489,181,118,92,31
26862,2,104,5,100,38.72520956,181,118,92,31
29337,4,104,5,100,43.52548535,181,118,92,31
15779,1,112,2,96,38.6964895,181,118,92,31
15857,1,112,2,98,41.23740872,181,118,92,31
18718,1,112,4,99,40.74457409,181,118,92,31
21410,1,112,5,99,38.50639789,181,118,92,31
21449,1,112,5,100,39.3049326,181,118,92,31
4856,3,117,2,96,38.57229058,181,118,92,31
1030,3,117,1,97,40.14432949,181,118,92,31
4940,3,117,2,98,42.18804433,181,118,92,31
8847,3,117,4,99,41.86874433,181,118,92,31
12632,3,117,5,99,38.36503261,181,118,92,31
12674,3,117,5,100,40.32000116,181,118,92,31
23853,2,104,4,92,47.02288012,181,118,94,31
23885,2,104,4,94,50.52769723,181,118,94,31
23917,2,104,4,95,52.03523529,181,118,94,31
26702,2,104,5,95,44.845854,181,118,94,31
29182,4,104,5,95,48.60169704,181,118,94,31
23949,2,104,4,96,38.70034737,181,118,94,31
18484,1,112,4,92,46.19202284,181,118,94,31
15701,1,112,2,94,46.24734679,181,118,94,31
18523,1,112,4,94,49.55139345,181,118,94,31
15740,1,112,2,95,49.25032186,181,118,94,31
18562,1,112,4,95,51.02814383,181,118,94,31
21254,1,112,5,95,43.82219929,181,118,94,31
18601,1,112,4,96,37.54998898,181,118,94,31
8595,3,117,4,92,46.0952813,181,118,94,31
904,3,117,1,94,48.97628297,181,118,94,31
4772,3,117,2,94,46.2496311,181,118,94,31
8637,3,117,4,94,49.50948712,181,118,94,31
4814,3,117,2,95,48.16346737,181,118,94,31
8679,3,117,4,95,51.15641857,181,118,94,31
12464,3,117,5,95,43.65314837,181,118,94,31
8721,3,117,4,96,36.57878061,181,118,94,31
1072,3,117,1,98,45.53191094,181,118,94,31
1156,3,117,1,100,40.10715957,181,118,94,31
1198,3,117,1,101,49.89811282,181,118,94,31
26606,2,104,5,90,47.53952252,181,118,95,31
29089,4,104,5,90,51.22002447,181,118,95,31
23821,2,104,4,91,47.8468934,181,118,95,31
26734,2,104,5,96,39.67893426,181,118,95,31
29213,4,104,5,96,45.4398919,181,118,95,31
26798,2,104,5,98,40.25747179,181,118,95,31
29275,4,104,5,98,46.24613433,181,118,95,31
15506,1,112,2,88,44.47056897,181,118,95,31
21137,1,112,5,90,47.11974182,181,118,95,31
18445,1,112,4,91,47.26280782,181,118,95,31
15662,1,112,2,92,36.20832664,181,118,95,31
21293,1,112,5,96,38.63703807,181,118,95,31
21371,1,112,5,98,39.53394177,181,118,95,31
4562,3,117,2,88,40.89255011,181,118,95,31
12338,3,117,5,90,43.97578112,181,118,95,31
778,3,117,1,91,40.50300472,181,118,95,31
8553,3,117,4,91,43.92849702,181,118,95,31
4730,3,117,2,92,33.84798945,181,118,95,31
946,3,117,1,95,32.67568565,181,118,95,31
988,3,117,1,96,39.23314552,181,118,95,31
12506,3,117,5,96,36.3161956,181,118,95,31
12590,3,117,5,98,37.03115379,181,118,95,31
4839,3,103,2,96,59.3408416,181,119,92,31
1013,3,103,1,97,50.30424664,181,119,92,31
4923,3,103,2,98,48.89413481,181,119,92,31
24044,2,103,4,99,48.63091164,181,119,92,31
26829,2,103,5,99,51.48954995,181,119,92,31
8830,3,103,4,99,51.86757473,181,119,92,31
12615,3,103,5,99,58.03081083,181,119,92,31
26861,2,103,5,100,47.03505884,181,119,92,31
12657,3,103,5,100,49.06191747,181,119,92,31
24046,2,105,4,99,43.30951721,181,119,92,31
26831,2,105,5,99,52.2448973,181,119,92,31
29307,4,105,5,99,54.94567225,181,119,92,31
26863,2,105,5,100,40.68271404,181,119,92,31
29338,4,105,5,100,47.79817036,181,119,92,31
24047,2,106,4,99,51.14227088,181,119,92,31
26832,2,106,5,99,57.31367043,181,119,92,31
29308,4,106,5,99,53.11930109,181,119,92,31
26864,2,106,5,100,48.51030867,181,119,92,31
29339,4,106,5,100,42.65393832,181,119,92,31
29309,4,107,5,99,60.96533188,181,119,92,31
29340,4,107,5,100,51.52205986,181,119,92,31
29310,4,108,5,99,59.75140459,181,119,92,31
29341,4,108,5,100,50.46045242,181,119,92,31
15778,1,111,2,96,56.75975242,181,119,92,31
15856,1,111,2,98,46.06450374,181,119,92,31
18717,1,111,4,99,49.07490447,181,119,92,31
21409,1,111,5,99,55.24983199,181,119,92,31
21448,1,111,5,100,46.72209801,181,119,92,31
29311,4,113,5,99,61.72697221,181,119,92,31
29342,4,113,5,100,52.04293038,181,119,92,31
15781,1,114,2,96,51.12490726,181,119,92,31
15859,1,114,2,98,46.95008825,181,119,92,31
18720,1,114,4,99,48.0531187,181,119,92,31
21412,1,114,5,99,50.34217534,181,119,92,31
21451,1,114,5,100,46.3299212,181,119,92,31
15783,1,116,2,96,55.94639649,181,119,92,31
15861,1,116,2,98,49.14212526,181,119,92,31
18722,1,116,4,99,51.30259337,181,119,92,31
21414,1,116,5,99,54.94417083,181,119,92,31
21453,1,116,5,100,48.93918976,181,119,92,31
4857,3,118,2,96,51.78198845,181,119,92,31
1031,3,118,1,97,44.5140217,181,119,92,31
4941,3,118,2,98,44.37743139,181,119,92,31
8848,3,118,4,99,46.23589493,181,119,92,31
12633,3,118,5,99,50.61400067,181,119,92,31
12675,3,118,5,100,44.51736586,181,119,92,31
4859,3,120,2,96,53.38375319,181,119,92,31
1033,3,120,1,97,39.6541724,181,119,92,31
4943,3,120,2,98,37.61676629,181,119,92,31
8850,3,120,4,99,41.88443139,181,119,92,31
12635,3,120,5,99,51.22037912,181,119,92,31
12677,3,120,5,100,39.48321516,181,119,92,31
4860,3,121,2,96,60.04648719,181,119,92,31
1034,3,121,1,97,50.03878902,181,119,92,31
4944,3,121,2,98,48.48499433,181,119,92,31
8851,3,121,4,99,51.90144128,181,119,92,31
12636,3,121,5,99,58.42425294,181,119,92,31
12678,3,121,5,100,49.27246047,181,119,92,31
23852,2,103,4,92,53.68681217,181,119,94,31
8578,3,103,4,92,51.13434733,181,119,94,31
23884,2,103,4,94,57.12713852,181,119,94,31
887,3,103,1,94,56.19296734,181,119,94,31
4755,3,103,2,94,53.9988476,181,119,94,31
8620,3,103,4,94,55.22492371,181,119,94,31
23916,2,103,4,95,58.50358525,181,119,94,31
26701,2,103,5,95,52.87626294,181,119,94,31
4797,3,103,2,95,54.79261992,181,119,94,31
8662,3,103,4,95,57.03899624,181,119,94,31
12447,3,103,5,95,51.82701012,181,119,94,31
23948,2,103,4,96,49.87826495,181,119,94,31
8704,3,103,4,96,50.05619348,181,119,94,31
1055,3,103,1,98,46.92715892,181,119,94,31
1139,3,103,1,100,54.84159127,181,119,94,31
1181,3,103,1,101,54.78372424,181,119,94,31
23854,2,105,4,92,50.39762541,181,119,94,31
23886,2,105,4,94,54.83538255,181,119,94,31
23918,2,105,4,95,56.81806131,181,119,94,31
26703,2,105,5,95,51.03901784,181,119,94,31
29183,4,105,5,95,52.86110732,181,119,94,31
23950,2,105,4,96,48.84767773,181,119,94,31
23855,2,106,4,92,53.16706038,181,119,94,31
23887,2,106,4,94,57.29664944,181,119,94,31
23919,2,106,4,95,59.02130814,181,119,94,31
26704,2,106,5,95,53.65956702,181,119,94,31
29184,4,106,5,95,51.61136667,181,119,94,31
23951,2,106,4,96,51.6704396,181,119,94,31
29185,4,107,5,95,55.93459041,181,119,94,31
29186,4,108,5,95,54.48931475,181,119,94,31
18483,1,111,4,92,52.56857328,181,119,94,31
15700,1,111,2,94,55.26170189,181,119,94,31
18522,1,111,4,94,56.67105219,181,119,94,31
15739,1,111,2,95,56.40730396,181,119,94,31
18561,1,111,4,95,58.35155257,181,119,94,31
21253,1,111,5,95,52.8479844,181,119,94,31
18600,1,111,4,96,50.64854109,181,119,94,31
29187,4,113,5,95,55.17042749,181,119,94,31
18486,1,114,4,92,52.32102086,181,119,94,31
15703,1,114,2,94,53.62885633,181,119,94,31
18525,1,114,4,94,55.76136028,181,119,94,31
15742,1,114,2,95,55.83971141,181,119,94,31
18564,1,114,4,95,57.18363194,181,119,94,31
21256,1,114,5,95,51.39764244,181,119,94,31
18603,1,114,4,96,48.23644394,181,119,94,31
18488,1,116,4,92,50.932862,181,119,94,31
15705,1,116,2,94,52.87581962,181,119,94,31
18527,1,116,4,94,54.56565137,181,119,94,31
15744,1,116,2,95,53.80424576,181,119,94,31
18566,1,116,4,95,56.35110558,181,119,94,31
21258,1,116,5,95,50.71538775,181,119,94,31
18605,1,116,4,96,47.99834721,181,119,94,31
8596,3,118,4,92,52.26761509,181,119,94,31
905,3,118,1,94,56.47685854,181,119,94,31
4773,3,118,2,94,54.21410945,181,119,94,31
8638,3,118,4,94,56.05706325,181,119,94,31
4815,3,118,2,95,55.82917483,181,119,94,31
8680,3,118,4,95,57.59857364,181,119,94,31
12465,3,118,5,95,51.77155817,181,119,94,31
8722,3,118,4,96,48.83274863,181,119,94,31
1073,3,118,1,98,48.48242906,181,119,94,31
1157,3,118,1,100,53.57422412,181,119,94,31
1199,3,118,1,101,56.23379984,181,119,94,31
8598,3,120,4,92,51.02722094,181,119,94,31
907,3,120,1,94,56.94667057,181,119,94,31
4775,3,120,2,94,54.46315155,181,119,94,31
8640,3,120,4,94,55.38989633,181,119,94,31
4817,3,120,2,95,54.22410762,181,119,94,31
8682,3,120,4,95,57.51299929,181,119,94,31
12467,3,120,5,95,51.50373514,181,119,94,31
8724,3,120,4,96,49.16933509,181,119,94,31
1075,3,120,1,98,42.93761417,181,119,94,31
1159,3,120,1,100,55.19814544,181,119,94,31
1201,3,120,1,101,54.84675861,181,119,94,31
8599,3,121,4,92,54.0682653,181,119,94,31
908,3,121,1,94,59.17678097,181,119,94,31
4776,3,121,2,94,57.05541267,181,119,94,31
8641,3,121,4,94,58.21918996,181,119,94,31
4818,3,121,2,95,57.82277909,181,119,94,31
8683,3,121,4,95,59.94370919,181,119,94,31
12468,3,121,5,95,54.67927591,181,119,94,31
8725,3,121,4,96,52.75160907,181,119,94,31
1076,3,121,1,98,48.80791112,181,119,94,31
1160,3,121,1,100,57.4818892,181,119,94,31
1202,3,121,1,101,58.06387965,181,119,94,31
4545,3,103,2,88,56.22288467,181,119,95,31
26605,2,103,5,90,57.69644067,181,119,95,31
12321,3,103,5,90,58.29376339,181,119,95,31
23820,2,103,4,91,59.1174188,181,119,95,31
761,3,103,1,91,57.246328,181,119,95,31
8536,3,103,4,91,60.39377524,181,119,95,31
4713,3,103,2,92,53.38979929,181,119,95,31
929,3,103,1,95,55.56729272,181,119,95,31
26733,2,103,5,96,51.99689931,181,119,95,31
971,3,103,1,96,55.12160653,181,119,95,31
12489,3,103,5,96,52.7121972,181,119,95,31
26797,2,103,5,98,53.78043292,181,119,95,31
12573,3,103,5,98,57.11541474,181,119,95,31
26607,2,105,5,90,57.0881418,181,119,95,31
29090,4,105,5,90,58.93556613,181,119,95,31
23822,2,105,4,91,59.27028498,181,119,95,31
26735,2,105,5,96,51.94353162,181,119,95,31
29214,4,105,5,96,53.06840634,181,119,95,31
26799,2,105,5,98,55.64032668,181,119,95,31
29276,4,105,5,98,56.15436293,181,119,95,31
26608,2,106,5,90,60.10174302,181,119,95,31
29091,4,106,5,90,57.49683754,181,119,95,31
23823,2,106,4,91,62.07237076,181,119,95,31
26736,2,106,5,96,54.32310936,181,119,95,31
29215,4,106,5,96,52.21303661,181,119,95,31
26800,2,106,5,98,57.9736662,181,119,95,31
29277,4,106,5,98,55.79493571,181,119,95,31
29092,4,107,5,90,62.39839381,181,119,95,31
29216,4,107,5,96,57.463309,181,119,95,31
29278,4,107,5,98,61.51094739,181,119,95,31
29093,4,108,5,90,60.57866031,181,119,95,31
29217,4,108,5,96,55.43498432,181,119,95,31
29279,4,108,5,98,59.4482873,181,119,95,31
15505,1,111,2,88,57.71237611,181,119,95,31
21136,1,111,5,90,59.29835533,181,119,95,31
18444,1,111,4,91,61.23108813,181,119,95,31
15661,1,111,2,92,53.57476185,181,119,95,31
21292,1,111,5,96,53.35134543,181,119,95,31
21370,1,111,5,98,56.78548688,181,119,95,31
29094,4,113,5,90,61.18670547,181,119,95,31
29218,4,113,5,96,56.60201512,181,119,95,31
29280,4,113,5,98,60.86330047,181,119,95,31
15508,1,114,2,88,54.08948942,181,119,95,31
21139,1,114,5,90,56.21800873,181,119,95,31
18447,1,114,4,91,57.57218266,181,119,95,31
15664,1,114,2,92,49.57944831,181,119,95,31
21295,1,114,5,96,50.32563039,181,119,95,31
21373,1,114,5,98,52.10216618,181,119,95,31
15510,1,116,2,88,51.71471668,181,119,95,31
21141,1,116,5,90,54.65676703,181,119,95,31
18449,1,116,4,91,56.24791877,181,119,95,31
15666,1,116,2,92,49.95983296,181,119,95,31
21297,1,116,5,96,49.68886879,181,119,95,31
21375,1,116,5,98,53.2377698,181,119,95,31
4563,3,118,2,88,55.84638543,181,119,95,31
12339,3,118,5,90,57.64857125,181,119,95,31
779,3,118,1,91,56.31374585,181,119,95,31
8554,3,118,4,91,59.28679499,181,119,95,31
4731,3,118,2,92,50.85791112,181,119,95,31
947,3,118,1,95,51.26660009,181,119,95,31
989,3,118,1,96,54.13527796,181,119,95,31
12507,3,118,5,96,51.25509367,181,119,95,31
12591,3,118,5,98,53.64232885,181,119,95,31
4565,3,120,2,88,55.57156111,181,119,95,31
12341,3,120,5,90,57.15728077,181,119,95,31
781,3,120,1,91,56.31815234,181,119,95,31
8556,3,120,4,91,59.27499608,181,119,95,31
4733,3,120,2,92,52.67264245,181,119,95,31
949,3,120,1,95,53.74211716,181,119,95,31
991,3,120,1,96,54.64897493,181,119,95,31
12509,3,120,5,96,52.11524249,181,119,95,31
12593,3,120,5,98,55.27786542,181,119,95,31
4566,3,121,2,88,59.57832288,181,119,95,31
12342,3,121,5,90,61.02988313,181,119,95,31
782,3,121,1,91,60.40188081,181,119,95,31
8557,3,121,4,91,63.02418762,181,119,95,31
4734,3,121,2,92,55.81821825,181,119,95,31
950,3,121,1,95,57.62293443,181,119,95,31
992,3,121,1,96,57.60703758,181,119,95,31
12510,3,121,5,96,55.38438638,181,119,95,31
12594,3,121,5,98,59.16196953,181,119,95,31
4830,3,92,2,96,56.53486876,181,120,92,31
1004,3,92,1,97,45.81783742,181,120,92,31
4914,3,92,2,98,43.01128486,181,120,92,31
8821,3,92,4,99,46.04974727,181,120,92,31
12606,3,92,5,99,55.35853136,181,120,92,31
12648,3,92,5,100,39.01087216,181,120,92,31
15760,1,93,2,96,53.47265704,181,120,92,31
15838,1,93,2,98,31.57506508,181,120,92,31
18699,1,93,4,99,38.82329533,181,120,92,31
21391,1,93,5,99,51.45391601,181,120,92,31
21430,1,93,5,100,33.4608843,181,120,92,31
